Sample_ID;Sample;Geological unit;Deposit;Nature;Zone;Na_pct;Al_pct;Si_pct;Mg_pct;Ca_pct;K_pct;Ti_pct;Fe_pct;Mn_pct;Ni_pct;Cr_pct;Li_ppm;Na_ppm;Mg_ppm;Al_ppm;Si_ppm;Si_ppm;P_ppm;K_ppm;Ca42_ppm;Ca44_ppm;Sc_ppm;Ti_ppm;V_ppm;Cr_ppm;Mn_ppm;Fe_ppm;Co_ppm;Ni_ppm;Cu_ppm;Zn_ppm;Ga_ppm;As_ppm;Se_ppm;Rb_ppm;Sr_ppm;Y_ppm;Zr_ppm;Nb_ppm;Mo_ppm;Cd_ppm;Sn_ppm;Cs_ppm;Ba_ppm;La_ppm;Ce_ppm;Pr_ppm;Nd_ppm;Sm_ppm;Eu_ppm;Gd_ppm;Tb_ppm;Dy_ppm;Ho_ppm;Er_ppm;Tm_ppm;Yb_ppm;Lu_ppm;Hf_ppm;Ta_ppm;W_ppm;Pb_ppm;Th_ppm;U_ppm
FD20-7_mag_2_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.002670696;0.00603345;0.004019984;;0.00293027;0.000747144;0.017325839;71.52985401;0.06660356;;0.00403678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_3_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;;0.007899736;;0.02329922;0.00871668;;71.75068778;0.070940536;0.005815216;0.00779988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_3_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.002169925;0.00046744;0.00753875;0.01307901;;;71.31329545;0.055916012;;0.00827882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_3_3;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.0148372;0.0287912;0.008554152;;;0.0062262;0.015767113;71.33591517;0.062189138;;0.00909986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_5_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.018843244;0.015824575;0.000093488;0.00114589;0.0114352;;0.104854299;71.15006035;0.08983736;0.017524232;0.00848408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_5_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;;0.0081802;0.00289488;0.02208423;;;71.45803057;0.065906546;0.0019646;0.01341032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_mag_6_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.0074186;0.003651825;;0.00289488;0.00414526;;0.001438824;71.19864222;0.08635229;;0.00403678;0.695;899.21;246.74;275.16;79190.18;4051.94;53.18;130.39;539.765;753.2;0.42;25.73;678.48;58.73;685.61;711987.38;26.63;12.06;1.045;81.56;11.82;1.91;11.39;0.24;3.16;0.121;1.61;0.143;0.955;4.055;13.11;0.195;10.05;0.22;0.37;0.31;1.36;1.305;0.42;0.945;0.13;0.975;0.35;0.28;0.0915;0.79;0.25;0.715;0.16;1.16;1.465;;
FD20-7_mag_7_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.0209583;0.013882968;;0.00850493;;0.001139069;71.45966292;0.126856548;;0.0058157;0.54;672.84;257.64;347.6;216406.16;3030.585;45.72;94.86;988.36;578.31;0.33;433.52;693.5;57.16;1969.5;714597.63;30.29;10.77;0.665;439.31;31.16;1.075;12.83;0.255;2.1;0.0595;0.71;0.14;0.64;2.12;13.29;0.115;9;0.125;0.13;0.151;0.915;0.785;0.25;0.73;0.145;0.415;0.115;0.475;0.125;0.545;0.17;0.43;0.0555;0.49;0.4;0.046;
FD20-7_mag_7_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.010532075;0.006263696;0.0072372;0.01164961;;0.027037901;71.30194672;0.203063412;;0.00978406;0.545;241.99;95.62;212.69;64665.61;3533.98;47.9;35.62;493.065;134.925;0.41;105.52;696.25;61.39;1657.92;713020.38;33.64;12.22;0.79;248.43;25.91;1.28;6.46;0.305;0.52;0.0705;0.2;0.0945;0.83;3.87;8.01;0.106;1.255;0.23;0.14;0.125;1.085;1.02;0.295;0.95;0.27;0.775;0.118;0.445;0.185;0.65;0.145;0.71;0.145;0.955;0.605;;
FD20-7_mag_7_3;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.01075697;0.011484725;;0.00753875;0.00414526;;;71.20703717;0.126469318;0.014223704;0.02107336;0.51;446.73;238.35;385.1;111985.73;3351.225;44.165;74.71;1199.43;388.8;0.34;64.01;636.12;52.34;1314.33;712071.19;32.9;12.83;0.825;380.97;30.55;0.925;8.715;0.26;2.04;0.1155;0.62;0.0735;1.22;3.7;8.67;0.155;7.96;0.14;0.12;0.13;1.035;1.12;0.18;1.04;0.165;0.655;0.16;0.46;0.125;0.62;0.155;0.49;0.165;0.64;0.815;0.052;0.05
FD20-7_mag_9_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.012092318;0.02529815;0.000327208;;0.00414526;;0.02877648;71.15682294;0.10261595;;0.00691042;2.97;2703.31;1043.95;1059.33;16503.77;15302.03;46.435;275.96;2464.09;1906.63;0.46;127.16;680.3;71.7;828.04;711569;25.94;12.37;0.81;106;14.55;1.68;9.395;1.11;10.16;0.135;3.7;0.114;0.905;4.065;27.68;0.145;19.82;0.21;0.46;0.19;0.835;0.505;0.32;1.045;0.135;0.835;0.185;0.585;0.255;0.56;0.23;0.95;0.16;0.82;0.745;;0.039
FD20-7_mag_9_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.01090255;0.006824624;;0.00293027;;;71.6446627;0.057464932;;0.00862092;0.67;2523.81;786.37;744.26;210529.55;11282.31;264.86;223;3319.71;2494.84;0.43;167.12;657.74;47.42;657.4;716447.56;23.6;11.36;0.715;94.81;12.05;1.38;9.04;0.4;9.64;0.133;3.57;0.0965;0.59;4.64;22.3;0.105;20.21;0.72;1.32;0.17;2.83;1.05;0.52;1.08;0.165;0.96;0.225;0.425;0.115;0.88;0.18;0.57;0.165;0.6;0.945;0.038;
FD20-7_mag_8_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.01409534;0.010002825;;;0.00993433;0.002739528;0.009532209;71.27132071;0.21878495;;0.01395768;0.475;377.65;107.21;386.67;128384.41;2613.33;32.625;87.56;374.135;310.66;0.295;127.34;709.01;41.18;2047.83;712714.13;37.39;11.26;1.01;401.91;30.32;1.295;5.305;0.74;1.06;0.0845;0.2;0.0785;0.575;2.525;9.29;0.12;5.15;0.125;0.36;0.115;0.545;0.71;0.21;0.61;0.13;0.665;0.13;0.285;0.105;0.665;0.14;0.44;0.075;0.655;0.835;0.061;
FD20-7_mag_15_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.014554375;0.011358792;0.00379953;0.00921963;;;71.09712554;0.134291364;;0.0037631;1.05;1162.14;280.54;13.025;155595.28;2066.83;23.385;131.99;1315.62;906.46;0.245;105.3;714.65;59.45;1254.49;710972.19;26.13;10.51;12.85;313.99;28.96;0.945;5.15;0.19;4.64;0.072;1.62;0.067;0.55;1.675;23.65;0.1;9.04;0.1;0.38;0.085;0.935;0.515;0.215;0.425;0.095;0.5;0.16;0.285;0.11;0.36;0.098;0.355;0.063;0.62;1.33;;0.05
FD20-7_mag_16_1;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;;0.010002825;;;0.03058916;;;71.69922986;0.088210994;0.032376608;0.00697884;1.565;1554.76;338.85;455.97;277802.03;7161.2;88.13;196.9;1107.285;1040.39;0.835;107.24;836.98;52.58;1032.65;716993.13;34.91;15.05;2.15;208.04;35.64;2.945;12.455;0.425;4.74;0.092;1.74;0.23;1.97;6.435;38.6;0.355;8.8;0.385;0.46;0.235;2.055;1.755;0.55;1.615;0.275;0.64;0.28;0.82;0.28;1.22;0.53;0.82;0.39;1.42;3.28;0.12;
FD20-7_mag_16_2;FD20-7;Pé Quente deposit;Pé Quente deposit;Magmatic;Unaltered;0.012759992;0.006351;0.01332204;;0.01650957;0.006973344;0.009532209;71.46269443;0.064047842;0.020117504;0.00814198;0.705;4364.51;1120.07;872.21;109582.62;15899.23;175.32;355.42;3584.61;3940.39;0.45;129.02;785.57;47.85;787.08;714627.81;31.08;11.38;0.885;104.47;28.32;1.605;11.495;1.34;14;0.34;5.77;0.095;0.985;4.985;80.77;0.165;30.35;0.91;1.03;0.28;2.24;1.02;0.225;0.935;0.24;1.31;0.2;0.41;0.2;0.98;0.215;0.97;0.14;0.825;2.35;0.128;0.1205
