Sample_ID;Sample;Deposit;Nature;Zone;Class;CL;F_pct;Si_pct;Mg_pct;Na_pct;Ca_pct;P_pct;Cl_pct;Fe_pct;Mn_pct;Ce_pct;La_pct;Nd_pct;B_ppm;Mg_ppm;Si_ppm;P_ppm;Ca_ppm;Sc_ppm;Ti_ppm;V_ppm;Mn_ppm;Fe_ppm;Ga_ppm;Ge_ppm;As_ppm;Rb_ppm;Sr_ppm;Y_ppm;Zr_ppm;Nb_ppm;Ba_ppm;La_ppm;Ce_ppm;Pr_ppm;Nd_ppm;Sm_ppm;Eu_ppm;Gd_ppm;Tb_ppm;Dy_ppm;Ho_ppm;Er_ppm;Tm_ppm;Yb_ppm;Lu_ppm;Hf_ppm;Ta_ppm;Pb_ppm;Th232_ppm;U238_ppm;;U238_ppm
RA73_ap_1_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.3163;0.075070864;0.00012062;0.086204132;39.1991509;17.95824658;0.0513;0.052002039;0.0309784;0.164039135;0.076400128;0.065072865;6.89;7601.19;92017.18;113710.01;391991.84;0.71;880.47;11.51;500.95;578.07;0.78;62.63;7.48;2.53;767.69;248.64;13.81;0.2;32.59;437.49;1104.91;159.57;799.34;136.93;22.02;95.46;11.41;50.57;9.15;22.46;2;16.24;1.59;1.975;0.2;4;4.53;1.3;;6.23
RA73_ap_1_2;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5089;0.022390376;;0.046292064;39.37239418;18.01855982;0.0604;0.175516598;0.06505464;0.107134244;0.043401412;0.032836505;32.15;87376.36;1306066.25;54951.73;393724.34;3.96;1299.73;12.18;310.46;2572.42;10.09;28.3;12.785;21.7;555.8;102.25;110.32;2.97;419.04;275.71;609.65;75.36;336.89;98.12;10.44;31.29;7.76;18.59;5.76;12.12;1.24;10.07;4.27;8.815;0.72;6.84;3.95;2.72;;37.4
RA73_ap_2_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.7153;0.094843576;0.00174899;0.120032948;39.11824686;17.79511278;0.0523;0.200701442;0.057155148;0.087189039;0.047835348;0.038666485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_ap_3_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5597;0.058383256;0.00156806;0.014911386;39.40019601;17.90862563;0.0506;0.021920142;0.04956544;0.08629354;0.02387504;0.07441798;5.33;818.6;5583.57;138675.3;394002.34;0.31;829.31;6.3;604.62;529.6;0.155;39.01;6.37;0.165;498.93;304.18;1.51;0.048;3.95;230.73;646.01;94.5;484.61;101.72;19.39;82.67;11.07;54.72;10.1;27.8;3.41;23.89;4.35;0.64;0.0925;3.09;7.34;3.4;;
RA73_ap_3_2;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5417;0.079511544;0.00174899;0.09421622;39.4428636;17.83801287;0.0432;0.255812721;0.056690472;;;0.02863549;53.42;87130.6;929642.06;59291.42;394429;69.79;1477.82;142.85;4362.03;75790.38;28.45;17.345;17.695;17.22;351.55;106.94;95.6;4.03;381.86;83.68;164.93;28.81;134.43;28.34;7.18;12.01;5.43;24.54;5;9.49;2.33;14.48;2.025;16.24;2.23;20.59;2.58;1.72;;
RA73_ap_4_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.6609;0.077314576;0.00144744;0.097480404;39.72252571;17.49751799;0.0994;0.122270863;0.05111436;;;;4.42;330.75;9795.02;144478.52;397225.63;0.485;794.14;11.6;552.62;456.9;0.135;21.51;5.92;0.89;501.32;213.16;2.71;0.095;6.57;149.79;408.75;57.77;289.74;60.17;14.44;50.55;6.83;35.43;6.98;20.37;2.58;17.5;3.85;1.17;0.1355;6.1;5.34;3.4;;17.01
RA73_ap_5_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.4432;0.067404848;0.00621193;0.058829498;39.42914136;18.0315215;0.0604;0.074777222;0.059401082;0.017747162;;0.024091535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_ap_5_2;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5954;0.010891352;0.00156806;0.00445116;39.49117732;18.13534582;0.0303;0.131132197;0.070011184;0.048356946;;0.023920065;6.86;8760.37;136472.63;120394.48;394912.16;0.795;811.77;6.5;525.14;814.84;1.93;25.15;2.93;3.66;369.41;193.31;7.48;0.135;25.21;137.54;337.68;43.37;251;48.58;11.11;43.43;5.33;33.06;6;18.59;2.21;25.26;1.64;2.435;0.315;3.34;9.49;15.06;;68.21
RA73_ap_5_3;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5837;0.086850352;;0.092435756;39.67664197;17.80148452;0.0541;0.113098605;0.080388948;0.015060665;0.0341072;0.061300525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_ap_5_4;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.665;0.041695648;0.00102527;0.03004533;39.52369617;17.8926963;0.0471;0.056121782;0.059168744;0.033947553;0.027797368;0.02640638;14.115;3895.3;66507.02;157414.36;395237.41;1.295;766.09;7.76;517.95;421.7;0.795;14.48;5.58;0.815;464.19;195.9;10.09;0.41;14.64;179.75;484.58;66.16;325.09;78.78;13.83;47.26;6;31.54;6.66;13.59;2.67;13.21;1.39;2.835;0.425;4.79;2.76;1.59;;
RA73_ap_7_1;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.403;0.041976112;0.00030155;0.012166504;39.74932696;18.01890896;0.0483;0.070191093;0.048248858;;0.018588424;0.045182345;71.425;183513.36;2429481.5;1201.495;397493.69;14.53;1831.62;15.09;96.86;2189.44;23.29;36.35;21.39;53.86;207.78;9.08;200.02;9.74;796.17;11.67;25.12;4.36;31.62;22.77;7.61;15.005;2.075;6.065;2.475;6.255;3.17;14.275;3.145;14.435;3.045;4.305;0.81;;;
RA73_ap_7_2;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.5209;0.032814288;;0.039392766;39.76412125;18.47269848;0.0384;0.168287615;0.061492124;0.016363209;;0.014317745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RA73_ap_7_3;RA73;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.3049;0.054363272;;0.061055078;39.68207369;18.0756872;0.0355;0.02953778;0.058936406;0.040134637;0.004348668;0.036608845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_ap_2_1;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.7387;0.034543816;0.0048248;0.038131604;39.55242711;18.1507078;0.007;0.181735078;0.078297906;0.085398041;0.056959024;0.04784013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FD20-7_ap_3_1;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.4705;0.046463536;0.00615162;0.109498536;39.53870487;17.834827;0.0192;0.081228895;0.068384818;0.111693148;0.032316572;0.0017147;2.31;804.13;2463.83;248241.19;395387.66;0.29;825.41;5.65;922.7;362.93;0.155;53.02;1.18;0.195;870.95;246.19;1.52;0.0615;15.67;296.43;869.43;132.57;747.45;146.71;23.41;89.45;11.17;47.46;9.7;20.73;2.27;11.87;1.39;2.07;0.092;3.27;1.97;0.93;;
FD20-7_ap_3_2;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;4.0625;0.010423912;;0.02336859;39.50690072;18.18522862;0.0112;0.024562996;0.096110486;0.109250878;0.016712528;0.016032445;5.13;157.73;2434.075;224436.25;395069.63;0.29;830.16;4.59;867.11;392.46;0.175;27.02;9.59;0.225;309.5;123.51;0.36;0.065;1.205;244.38;544.11;66.29;292.84;36.78;7.96;26.02;2.91;17.75;3.49;9.46;1.41;14.67;2.83;0.89;0.0685;5.17;10.02;14.53;;
FD20-7_ap_3_3;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.7162;0.044079592;0.00102527;0.04043137;39.27104972;18.11815087;0.0071;0.061252028;0.088985454;0.075303325;0.007759388;0.010030995;4.95;27.78;2681.95;212362.5;392711.13;0.32;849.39;10.36;841.44;260.16;0.175;46.56;1.3;0.16;751.91;174.99;0.97;0.076;1.6;348.11;866.66;119.79;645.6;125.94;18.86;79.36;9.41;44.72;7.46;20.05;1.75;11.9;2.27;0.88;0.23;3.84;3.3;1.28;;
FD20-7_ap_4_1;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.9132;0.019725968;0.00452325;0.016766036;39.89012286;18.14516527;0.0083;0.026584002;0.071714996;0.063824656;0.025409864;0.02709226;4.825;2855.67;309023.28;142.34;395708.06;32.36;300480.09;1211.6;3197.26;22565.72;12.83;74.49;3.74;0.96;78.56;148.86;344.5;635.42;44.95;457.39;859.56;92.84;400.84;51.14;64.93;41.21;4.61;20.4;3.54;12.4;1.99;20.92;4.69;59.08;3.86;67.37;286.58;194.78;;
FD20-7_ap_5_1;FD20-7;Pé Quente deposit;Igneous;Unaltered;Pé Quente deposit (type 1);CL-yellow;3.7591;0.065862296;0.0114589;0.082272274;39.66527824;17.79070494;0.0108;0.02254199;0.079459596;0.0569863;;0.009002175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
